id,release_date,movie,production_budget,domestic_gross,worldwide_gross,,,,,,,,
90,28-Jun-13,White House Down,"$150,000,000 ","$73,103,784 ","$205,440,387 ",,White House Down,,,,,#VALUE!,0
91,12-Feb-10,The Wolfman,"$150,000,000 ","$62,189,884 ","$142,634,358 ",,The Wolfman,,,,,#VALUE!,0
92,17-Feb-17,The Great Wall,"$150,000,000 ","$45,157,105 ","$334,486,852 ",,The Great Wall,,,,,#VALUE!,0
93,9-Oct-15,Pan,"$150,000,000 ","$35,088,320 ","$151,525,973 ",,Pan,,,,,#VALUE!,0
94,11-Mar-11,Mars Needs Moms,"$150,000,000 ","$21,392,758 ","$39,549,758 ",,Mars Needs Moms,,,,,#VALUE!,0
95,31-Dec-20,Moonfall,"$150,000,000 ",$0 ,$0 ,,Moonfall,,,,,#VALUE!,0
96,3-Nov-06,Flushed Away,"$149,000,000 ","$64,665,672 ","$179,357,126 ",,Flushed Away,,,,,#VALUE!,0
97,8-Jun-12,Madagascar 3: Europe's Most Wanted,"$145,000,000 ","$216,391,482 ","$746,921,271 ",,Madagascar 3: Europe's Most Wanted,,,,,#VALUE!,0
98,16-Dec-11,Mission: Impossible - Ghost Protocol,"$145,000,000 ","$209,397,903 ","$694,713,230 ",,Mission: Impossible - Ghost Protocol,,,,,#VALUE!,0
99,13-Jun-14,How to Train Your Dragon 2,"$145,000,000 ","$177,002,924 ","$614,586,270 ",,How to Train Your Dragon 2,,,,,#VALUE!,0
100,16-Jun-99,Tarzan,"$145,000,000 ","$171,091,819 ","$448,191,819 ",,Tarzan,,,,,#VALUE!,0
1,7-Mar-14,Mr. Peabody & Sherman,"$145,000,000 ","$111,506,430 ","$269,806,430 ",,Mr. Peabody & Sherman,,,,,#VALUE!,0
2,21-Nov-12,Rise of the Guardians,"$145,000,000 ","$103,412,758 ","$306,900,902 ",,Rise of the Guardians,,,,,#VALUE!,0
3,8-Apr-05,Sahara,"$145,000,000 ","$68,671,925 ","$121,671,925 ",,Sahara,,,,,#VALUE!,0
4,15-Jul-16,Ghostbusters,"$144,000,000 ","$128,350,574 ","$229,008,658 ",,Ghostbusters,,,,,#VALUE!,0
5,22-Nov-02,Die Another Day,"$142,000,000 ","$160,942,139 ","$431,942,139 ",,Die Another Day,,,,,#VALUE!,0
6,9-Jul-03,Pirates of the Caribbean: The Curse of the Black Pearl,"$140,000,000 ","$305,411,224 ","$634,954,103 ",,Pirates of the Caribbean: The Curse of the Black Pearl,,,,,#VALUE!,0
7,8-May-09,Star Trek,"$140,000,000 ","$257,730,019 ","$386,839,614 ",,Star Trek,,,,,#VALUE!,0
8,1-Jul-98,Armageddon,"$140,000,000 ","$201,578,182 ","$554,600,000 ",,Armageddon,,,,,#VALUE!,0
9,3-Jul-02,Men in Black 2,"$140,000,000 ","$190,418,803 ","$441,767,803 ",,Men in Black 2,,,,,#VALUE!,0
10,22-Jul-11,Captain America: The First Avenger,"$140,000,000 ","$176,654,505 ","$370,569,776 ",,Captain America: The First Avenger,,,,,#VALUE!,0
11,29-Jan-16,Kung Fu Panda 3,"$140,000,000 ","$143,528,619 ","$517,599,142 ",,Kung Fu Panda 3,,,,,#VALUE!,0
12,10-Jul-98,Lethal Weapon 4,"$140,000,000 ","$130,444,603 ","$285,400,000 ",,Lethal Weapon 4,,,,,#VALUE!,0
13,27-Mar-13,G.I. Joe: Retaliation,"$140,000,000 ","$122,523,060 ","$375,740,705 ",,G.I. Joe: Retaliation,,,,,#VALUE!,0
14,5-Dec-03,The Last Samurai,"$140,000,000 ","$111,110,575 ","$456,810,575 ",,The Last Samurai,,,,,#VALUE!,0
15,21-Dec-05,Fun With Dick And Jane,"$140,000,000 ","$110,550,000 ","$203,018,919 ",,Fun With Dick And Jane,,,,,#VALUE!,0
16,12-Dec-14,Exodus: Gods and Kings,"$140,000,000 ","$65,014,513 ","$268,314,513 ",,Exodus: Gods and Kings,,,,,#VALUE!,0
17,1-Jul-16,The BFG,"$140,000,000 ","$55,483,770 ","$199,646,680 ",,The BFG,,,,,#VALUE!,0
18,26-Feb-16,Gods of Egypt,"$140,000,000 ","$31,153,464 ","$138,836,756 ",,Gods of Egypt,,,,,#VALUE!,0
19,3-May-02,Spider-Man,"$139,000,000 ","$403,706,375 ","$821,706,375 ",,Spider-Man,,,,,#VALUE!,0
20,6-Mar-09,Watchmen,"$138,000,000 ","$107,509,799 ","$186,976,250 ",,Watchmen,,,,,#VALUE!,0
21,29-Jul-05,Stealth,"$138,000,000 ","$32,116,746 ","$76,416,746 ",,Stealth,,,,,#VALUE!,0
22,13-Jun-08,The Incredible Hulk,"$137,500,000 ","$134,806,913 ","$265,573,859 ",,The Incredible Hulk,,,,,#VALUE!,0
23,20-Jun-03,Hulk,"$137,000,000 ","$132,177,234 ","$245,075,434 ",,Hulk,,,,,#VALUE!,0
24,11-Jul-01,Final Fantasy: The Spirits Within,"$137,000,000 ","$32,131,830 ","$85,131,830 ",,Final Fantasy: The Spirits Within,,,,,#VALUE!,0
25,16-Nov-12,"The Twilight Saga: Breaking Dawn, Part 2","$136,200,000 ","$292,324,737 ","$829,724,737 ",,"The Twilight Saga: Breaking Dawn, Part 2",,,,,#VALUE!,0
26,22-Mar-13,The Croods,"$135,000,000 ","$187,168,425 ","$573,068,425 ",,The Croods,,,,,#VALUE!,0
27,25-Dec-15,The Revenant,"$135,000,000 ","$183,637,894 ","$532,938,302 ",,The Revenant,,,,,#VALUE!,0
28,19-Nov-99,The World is Not Enough,"$135,000,000 ","$126,930,660 ","$361,730,660 ",,The World is Not Enough,,,,,#VALUE!,0
29,4-Mar-11,Rango,"$135,000,000 ","$123,477,607 ","$245,724,600 ",,Rango,,,,,#VALUE!,0
30,14-Nov-03,Master and Commander: The Far Side of the World,"$135,000,000 ","$93,926,386 ","$212,912,137 ",,Master and Commander: The Far Side of the World,,,,,#VALUE!,0
31,17-Jul-13,Turbo,"$135,000,000 ","$83,028,130 ","$286,896,578 ",,Turbo,,,,,#VALUE!,0
32,3-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000 ","$82,051,601 ","$245,328,374 ",,Teenage Mutant Ninja Turtles: Out of the Shadows,,,,,#VALUE!,0
33,18-Nov-11,Happy Feet Two,"$135,000,000 ","$64,006,466 ","$157,956,466 ",,Happy Feet Two,,,,,#VALUE!,0
34,28-Jul-06,Miami Vice,"$135,000,000 ","$63,478,838 ","$163,818,556 ",,Miami Vice,,,,,#VALUE!,0
35,2-Nov-18,The Nutcracker and the Four Realms,"$132,900,000 ","$54,858,851 ","$170,293,899 ",,The Nutcracker and the Four Realms,,,,,#VALUE!,0
36,29-Jun-05,War of the Worlds,"$132,000,000 ","$234,280,354 ","$606,836,535 ",,War of the Worlds,,,,,#VALUE!,0
37,26-Nov-14,Penguins of Madagascar,"$132,000,000 ","$83,350,911 ","$366,942,531 ",,Penguins of Madagascar,,,,,#VALUE!,0
38,22-Nov-13,The Hunger Games: Catching Fire,"$130,000,000 ","$424,668,047 ","$864,868,047 ",,The Hunger Games: Catching Fire,,,,,#VALUE!,0
39,4-Jun-04,Harry Potter and the Prisoner of Azkaban,"$130,000,000 ","$249,757,726 ","$796,907,323 ",,Harry Potter and the Prisoner of Azkaban,,,,,#VALUE!,0
40,3-Aug-07,The Bourne Ultimatum,"$130,000,000 ","$227,471,070 ","$444,043,396 ",,The Bourne Ultimatum,,,,,#VALUE!,0
41,6-Jul-18,Ant-Man and the Wasp,"$130,000,000 ","$216,648,740 ","$623,144,660 ",,Ant-Man and the Wasp,,,,,#VALUE!,0
42,6-Jun-08,Kung Fu Panda,"$130,000,000 ","$215,434,591 ","$631,910,531 ",,Kung Fu Panda,,,,,#VALUE!,0
43,17-Jul-15,Ant-Man,"$130,000,000 ","$180,202,163 ","$518,858,449 ",,Ant-Man,,,,,#VALUE!,0
44,27-Mar-15,Home,"$130,000,000 ","$177,397,510 ","$385,997,896 ",,Home,,,,,#VALUE!,0
45,19-Dec-18,Mary Poppins Returns,"$130,000,000 ","$171,958,438 ","$341,528,518 ",,Mary Poppins Returns,,,,,#VALUE!,0
46,28-Oct-11,Puss in Boots,"$130,000,000 ","$149,260,504 ","$554,987,477 ",,Puss in Boots,,,,,#VALUE!,0
47,5-Nov-10,Megamind,"$130,000,000 ","$148,415,853 ","$321,887,208 ",,Megamind,,,,,#VALUE!,0
48,18-Jul-03,Bad Boys II,"$130,000,000 ","$138,540,870 ","$273,271,982 ",,Bad Boys II,,,,,#VALUE!,0
49,11-Apr-14,Rio 2,"$130,000,000 ","$131,538,435 ","$492,846,291 ",,Rio 2,,,,,#VALUE!,0
50,23-Jul-10,Salt,"$130,000,000 ","$118,311,368 ","$290,650,494 ",,Salt,,,,,#VALUE!,0
51,28-Mar-14,Noah,"$130,000,000 ","$101,200,044 ","$352,831,065 ",,Noah,,,,,#VALUE!,0
52,21-Dec-11,The Adventures of Tintin,"$130,000,000 ","$77,591,831 ","$373,993,951 ",,The Adventures of Tintin,,,,,#VALUE!,0
53,31-May-13,After Earth,"$130,000,000 ","$60,522,097 ","$251,499,665 ",,After Earth,,,,,#VALUE!,0
54,26-Nov-08,Australia,"$130,000,000 ","$49,554,002 ","$215,080,810 ",,Australia,,,,,#VALUE!,0
55,19-Jul-13,R.I.P.D.,"$130,000,000 ","$33,618,855 ","$79,076,678 ",,R.I.P.D.,,,,,#VALUE!,0
56,22-Feb-19,How to Train Your Dragon: The Hidden World,"$129,000,000 ","$160,791,800 ","$519,258,283 ",,How to Train Your Dragon: The Hidden World,,,,,#VALUE!,0
57,18-Nov-11,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000 ","$281,287,133 ","$689,420,051 ",,"The Twilight Saga: Breaking Dawn, Part 1",,,,,#VALUE!,0
58,19-May-00,Dinosaur,"$127,500,000 ","$137,748,063 ","$356,148,063 ",,Dinosaur,,,,,#VALUE!,0
59,3-Mar-17,Logan,"$127,000,000 ","$226,277,068 ","$615,461,394 ",,Logan,,,,,#VALUE!,0
60,19-Dec-14,Night at the Museum: Secret of the Tomb,"$127,000,000 ","$113,746,621 ","$353,756,621 ",,Night at the Museum: Secret of the Tomb,,,,,#VALUE!,0
61,15-Jul-11,Harry Potter and the Deathly Hallows: Part II,"$125,000,000 ","$381,193,157 ","$1,341,693,157 ",,Harry Potter and the Deathly Hallows: Part II,,,,,#VALUE!,0
62,21-Nov-14,The Hunger Games: Mockingjay - Part 1,"$125,000,000 ","$337,135,885 ","$766,575,131 ",,The Hunger Games: Mockingjay - Part 1,,,,,#VALUE!,0
63,16-Nov-01,Harry Potter and the Sorcerer's Stone,"$125,000,000 ","$317,871,467 ","$975,047,606 ",,Harry Potter and the Sorcerer's Stone,,,,,#VALUE!,0
64,19-Nov-10,Harry Potter and the Deathly Hallows: Part I,"$125,000,000 ","$296,131,568 ","$960,431,568 ",,Harry Potter and the Deathly Hallows: Part I,,,,,#VALUE!,0
65,19-May-06,The Da Vinci Code,"$125,000,000 ","$217,536,138 ","$767,820,459 ",,The Da Vinci Code,,,,,#VALUE!,0
66,2-May-03,X-Men 2,"$125,000,000 ","$214,949,694 ","$406,875,536 ",,X-Men 2,,,,,#VALUE!,0
67,29-Apr-11,Fast Five,"$125,000,000 ","$210,031,325 ","$630,163,454 ",,Fast Five,,,,,#VALUE!,0
68,8-Aug-14,Teenage Mutant Ninja Turtles,"$125,000,000 ","$191,204,754 ","$485,004,754 ",,Teenage Mutant Ninja Turtles,,,,,#VALUE!,0
69,16-Dec-11,Sherlock Holmes: A Game of Shadows,"$125,000,000 ","$186,848,418 ","$535,663,443 ",,Sherlock Holmes: A Game of Shadows,,,,,#VALUE!,0
70,28-May-04,The Day After Tomorrow,"$125,000,000 ","$186,740,799 ","$556,319,450 ",,The Day After Tomorrow,,,,,#VALUE!,0
71,31-Mar-17,The Boss Baby,"$125,000,000 ","$175,003,033 ","$510,878,762 ",,The Boss Baby,,,,,#VALUE!,0
72,1-Apr-10,Clash of the Titans,"$125,000,000 ","$163,214,888 ","$493,214,888 ",,Clash of the Titans,,,,,#VALUE!,0
73,4-Nov-16,Trolls,"$125,000,000 ","$153,707,064 ","$344,150,134 ",,Trolls,,,,,#VALUE!,0
74,19-May-98,Godzilla,"$125,000,000 ","$136,314,294 ","$376,000,000 ",,Godzilla,,,,,#VALUE!,0
75,8-Jun-12,Prometheus,"$125,000,000 ","$126,477,084 ","$402,448,265 ",,Prometheus,,,,,#VALUE!,0
76,10-Aug-12,The Bourne Legacy,"$125,000,000 ","$113,203,870 ","$280,355,920 ",,The Bourne Legacy,,,,,#VALUE!,0
77,20-Jun-97,Batman & Robin,"$125,000,000 ","$107,325,195 ","$238,317,814 ",,Batman & Robin,,,,,#VALUE!,0
78,13-Jul-18,Skyscraper,"$125,000,000 ","$68,420,120 ","$304,115,534 ",,Skyscraper,,,,,#VALUE!,0
79,3-Aug-12,Total Recall,"$125,000,000 ","$58,877,969 ","$211,856,088 ",,Total Recall,,,,,#VALUE!,0
80,21-Dec-16,Assassin's Creed,"$125,000,000 ","$54,647,948 ","$240,759,682 ",,Assassin's Creed,,,,,#VALUE!,0
81,13-Jan-17,Monster Trucks,"$125,000,000 ","$33,370,166 ","$61,642,798 ",,Monster Trucks,,,,,#VALUE!,0
82,27-Aug-99,The 13th Warrior,"$125,000,000 ","$32,698,899 ","$61,698,899 ",,The 13th Warrior,,,,,#VALUE!,0
83,17-Nov-00,How the Grinch Stole Christmas,"$123,000,000 ","$260,044,825 ","$345,141,403 ",,How the Grinch Stole Christmas,,,,,#VALUE!,0
84,24-May-00,Mission: Impossible 2,"$120,000,000 ","$215,409,889 ","$549,588,516 ",,Mission: Impossible 2,,,,,#VALUE!,0
85,30-Jun-00,The Perfect Storm,"$120,000,000 ","$182,618,434 ","$328,711,434 ",,The Perfect Storm,,,,,#VALUE!,0
86,29-Jul-16,Jason Bourne,"$120,000,000 ","$162,192,920 ","$416,168,316 ",,Jason Bourne,,,,,#VALUE!,0
87,15-Jun-07,Fantastic Four: Rise of the Silver Surfer,"$120,000,000 ","$131,921,738 ","$289,480,691 ",,Fantastic Four: Rise of the Silver Surfer,,,,,#VALUE!,0
88,21-Nov-12,Life of Pi,"$120,000,000 ","$124,987,022 ","$620,912,003 ",,Life of Pi,,,,,#VALUE!,0
89,16-Feb-07,Ghost Rider,"$120,000,000 ","$115,802,596 ","$229,545,589 ",,Ghost Rider,,,,,#VALUE!,0
90,13-Apr-18,Rampage,"$120,000,000 ","$101,028,233 ","$428,056,280 ",,Rampage,,,,,#VALUE!,0
91,27-Jun-03,Charlie's Angels: Full Throttle,"$120,000,000 ","$100,814,328 ","$227,200,000 ",,Charlie's Angels: Full Throttle,,,,,#VALUE!,0
92,9-Aug-13,Elysium,"$120,000,000 ","$93,050,117 ","$286,192,091 ",,Elysium,,,,,#VALUE!,0
93,19-Apr-13,Oblivion,"$120,000,000 ","$89,107,235 ","$287,916,633 ",,Oblivion,,,,,#VALUE!,0
94,24-Mar-17,Power Rangers,"$120,000,000 ","$85,364,450 ","$142,531,552 ",,Power Rangers,,,,,#VALUE!,0
95,19-Jul-02,Stuart Little 2,"$120,000,000 ","$64,956,806 ","$166,000,000 ",,Stuart Little 2,,,,,#VALUE!,0
96,12-Feb-14,RoboCop,"$120,000,000 ","$58,607,007 ","$242,981,799 ",,RoboCop,,,,,#VALUE!,0
97,11-Jun-04,The Chronicles of Riddick,"$120,000,000 ","$57,712,751 ","$107,212,751 ",,The Chronicles of Riddick,,,,,#VALUE!,0
98,7-Aug-15,Fantastic Four,"$120,000,000 ","$56,117,548 ","$167,849,187 ",,Fantastic Four,,,,,#VALUE!,0
99,9-May-08,Speed Racer,"$120,000,000 ","$43,945,766 ","$93,394,462 ",,Speed Racer,,,,,#VALUE!,0
100,22-Jul-05,The Island,"$120,000,000 ","$35,818,913 ","$163,018,913 ",,The Island,,,,,#VALUE!,0
1,17-Dec-10,How Do You Know?,"$120,000,000 ","$30,212,620 ","$49,628,177 ",,How Do You Know?,,,,,#VALUE!,0
2,23-Jun-10,Knight and Day,"$117,000,000 ","$76,423,035 ","$258,751,370 ",,Knight and Day,,,,,#VALUE!,0
3,5-Oct-18,Venom,"$116,000,000 ","$213,511,408 ","$853,628,605 ",,Venom,,,,,#VALUE!,0
4,19-May-99,Star Wars Ep. I: The Phantom Menace,"$115,000,000 ","$474,544,677 ","$1,027,044,677 ",,Star Wars Ep. I: The Phantom Menace,,,,,#VALUE!,0
5,19-May-05,Star Wars Ep. III: Revenge of the Sith,"$115,000,000 ","$380,270,577 ","$848,998,877 ",,Star Wars Ep. III: Revenge of the Sith,,,,,#VALUE!,0
6,16-May-02,Star Wars Ep. II: Attack of the Clones,"$115,000,000 ","$310,676,740 ","$656,695,615 ",,Star Wars Ep. II: Attack of the Clones,,,,,#VALUE!,0
7,2-Nov-01,"Monsters, Inc.","$115,000,000 ","$289,423,425 ","$559,757,719 ",,"Monsters, Inc.",,,,,#VALUE!,0
8,26-Jul-13,The Wolverine,"$115,000,000 ","$132,556,852 ","$416,456,852 ",,The Wolverine,,,,,#VALUE!,0
9,7-Feb-97,Dante's Peak,"$115,000,000 ","$67,163,857 ","$178,200,000 ",,Dante's Peak,,,,,#VALUE!,0
10,22-Apr-16,The Huntsman: Winter's War,"$115,000,000 ","$48,003,015 ","$165,149,302 ",,The Huntsman: Winter's War,,,,,#VALUE!,0
11,14-Jun-02,Windtalkers,"$115,000,000 ","$40,914,068 ","$77,628,265 ",,Windtalkers,,,,,#VALUE!,0
12,4-Jul-08,Astérix aux Jeux Olympiques,"$113,500,000 ","$999,811 ","$132,999,811 ",,Astérix aux Jeux Olympiques,,,,,#VALUE!,0
13,25-Dec-10,Gulliver's Travels,"$112,000,000 ","$42,779,261 ","$232,017,848 ",,Gulliver's Travels,,,,,#VALUE!,0
14,15-Dec-17,Ferdinand,"$111,000,000 ","$84,410,380 ","$289,847,930 ",,Ferdinand,,,,,#VALUE!,0
15,18-May-18,Deadpool 2,"$110,000,000 ","$324,591,735 ","$786,680,557 ",,Deadpool 2,,,,,#VALUE!,0
16,4-Oct-13,Gravity,"$110,000,000 ","$274,092,705 ","$693,698,673 ",,Gravity,,,,,#VALUE!,0
17,22-Dec-06,Night at the Museum,"$110,000,000 ","$250,863,268 ","$579,446,407 ",,Night at the Museum,,,,,#VALUE!,0
18,10-Jun-05,Mr. and Mrs. Smith,"$110,000,000 ","$186,336,279 ","$486,124,090 ",,Mr. and Mrs. Smith,,,,,#VALUE!,0
19,29-May-15,San Andreas,"$110,000,000 ","$155,190,832 ","$456,258,539 ",,San Andreas,,,,,#VALUE!,0
20,29-Jul-11,The Smurfs,"$110,000,000 ","$142,614,158 ","$563,749,323 ",,The Smurfs,,,,,#VALUE!,0
21,27-Jun-07,Live Free or Die Hard,"$110,000,000 ","$134,529,403 ","$382,288,147 ",,Live Free or Die Hard,,,,,#VALUE!,0
22,20-Mar-15,The Divergent Series: Insurgent,"$110,000,000 ","$130,179,072 ","$295,075,882 ",,The Divergent Series: Insurgent,,,,,#VALUE!,0
23,10-Dec-04,Ocean's Twelve,"$110,000,000 ","$125,531,634 ","$362,989,076 ",,Ocean's Twelve,,,,,#VALUE!,0
24,19-Dec-97,Tomorrow Never Dies,"$110,000,000 ","$125,304,276 ","$339,504,276 ",,Tomorrow Never Dies,,,,,#VALUE!,0
25,28-Jun-00,The Patriot,"$110,000,000 ","$113,330,342 ","$215,300,000 ",,The Patriot,,,,,#VALUE!,0
26,7-Mar-14,300: Rise of an Empire,"$110,000,000 ","$106,580,051 ","$330,780,051 ",,300: Rise of an Empire,,,,,#VALUE!,0
27,17-Dec-04,The Aviator,"$110,000,000 ","$102,608,827 ","$208,370,892 ",,The Aviator,,,,,#VALUE!,0
28,21-Dec-16,Passengers,"$110,000,000 ","$100,014,699 ","$302,239,672 ",,Passengers,,,,,#VALUE!,0
29,14-Jan-11,The Green Hornet,"$110,000,000 ","$98,780,042 ","$229,155,503 ",,The Green Hornet,,,,,#VALUE!,0
30,30-Sep-16,Miss Peregrine's Home for Peculiar Children,"$110,000,000 ","$87,242,834 ","$295,986,876 ",,Miss Peregrine's Home for Peculiar Children,,,,,#VALUE!,0
31,7-Oct-11,Real Steel,"$110,000,000 ","$85,463,309 ","$263,880,341 ",,Real Steel,,,,,#VALUE!,0
32,11-Jun-10,The A-Team,"$110,000,000 ","$77,222,099 ","$177,241,171 ",,The A-Team,,,,,#VALUE!,0
33,31-Jul-13,The Smurfs 2,"$110,000,000 ","$71,017,784 ","$348,547,523 ",,The Smurfs 2,,,,,#VALUE!,0
34,18-Mar-16,The Divergent Series: Allegiant,"$110,000,000 ","$66,184,051 ","$172,022,517 ",,The Divergent Series: Allegiant,,,,,#VALUE!,0
35,12-Jun-09,The Taking of Pelham 123,"$110,000,000 ","$65,452,312 ","$152,364,370 ",,The Taking of Pelham 123,,,,,#VALUE!,0
36,1-Nov-13,Ender's Game,"$110,000,000 ","$61,737,191 ","$127,983,283 ",,Ender's Game,,,,,#VALUE!,0
37,2-Apr-04,Home on the Range,"$110,000,000 ","$50,026,353 ","$76,482,461 ",,Home on the Range,,,,,#VALUE!,0
38,13-Jun-97,Speed 2: Cruise Control,"$110,000,000 ","$48,097,081 ","$150,468,000 ",,Speed 2: Cruise Control,,,,,#VALUE!,0
39,6-May-05,Kingdom of Heaven,"$110,000,000 ","$47,398,413 ","$218,853,353 ",,Kingdom of Heaven,,,,,#VALUE!,0
40,31-Mar-17,Ghost in the Shell,"$110,000,000 ","$40,563,557 ","$167,910,690 ",,Ghost in the Shell,,,,,#VALUE!,0
41,16-Jun-04,Around the World in 80 Days,"$110,000,000 ","$24,004,159 ","$72,004,159 ",,Around the World in 80 Days,,,,,#VALUE!,0
42,14-Jun-19,Men in Black: International,"$110,000,000 ","$3,100,000 ","$3,100,000 ",,Men in Black: International,,,,,#VALUE!,0
43,19-Dec-01,The Lord of the Rings: The Fellowship of the Ring,"$109,000,000 ","$315,544,750 ","$887,210,985 ",,The Lord of the Rings: The Fellowship of the Ring,,,,,#VALUE!,0
44,21-Nov-03,The Cat in the Hat,"$109,000,000 ","$101,018,283 ","$133,818,283 ",,The Cat in the Hat,,,,,#VALUE!,0
45,25-Dec-01,Ali,"$109,000,000 ","$58,183,966 ","$87,683,966 ",,Ali,,,,,#VALUE!,0
46,2-Oct-15,The Martian,"$108,000,000 ","$228,433,663 ","$655,271,443 ",,The Martian,,,,,#VALUE!,0
47,23-Nov-16,Allied,"$106,000,000 ","$40,098,064 ","$119,266,661 ",,Allied,,,,,#VALUE!,0
48,16-Jul-04,"I, Robot","$105,000,000 ","$144,801,023 ","$348,629,585 ",,"I, Robot",,,,,#VALUE!,0
49,17-Dec-99,Stuart Little,"$105,000,000 ","$140,015,224 ","$298,815,224 ",,Stuart Little,,,,,#VALUE!,0
50,25-Nov-09,The Princess and the Frog,"$105,000,000 ","$104,400,899 ","$270,997,378 ",,The Princess and the Frog,,,,,#VALUE!,0
51,7-Mar-08,"10,000 B.C.","$105,000,000 ","$94,784,201 ","$269,065,678 ",,"10,000 B.C.",,,,,#VALUE!,0
52,22-Jul-16,Ice Age: Collision Course,"$105,000,000 ","$64,063,008 ","$402,156,682 ",,Ice Age: Collision Course,,,,,#VALUE!,0
53,27-Apr-01,Town & Country,"$105,000,000 ","$6,712,451 ","$10,364,769 ",,Town & Country,,,,,#VALUE!,0
54,22-Sep-17,Kingsman: The Golden Circle,"$104,000,000 ","$100,234,838 ","$408,803,696 ",,Kingsman: The Golden Circle,,,,,#VALUE!,0
55,9-Jun-00,Gone in 60 Seconds,"$103,300,000 ","$101,643,008 ","$232,643,008 ",,Gone in 60 Seconds,,,,,#VALUE!,0
56,5-May-00,Gladiator,"$103,000,000 ","$187,683,805 ","$457,683,805 ",,Gladiator,,,,,#VALUE!,0
57,23-May-13,The Hangover 3,"$103,000,000 ","$112,200,072 ","$362,000,072 ",,The Hangover 3,,,,,#VALUE!,0
58,9-Mar-18,A Wrinkle in Time,"$103,000,000 ","$100,478,608 ","$133,401,882 ",,A Wrinkle in Time,,,,,#VALUE!,0
59,1-Jul-09,Public Enemies,"$102,500,000 ","$97,104,620 ","$212,282,709 ",,Public Enemies,,,,,#VALUE!,0
60,17-Nov-06,Casino Royale,"$102,000,000 ","$167,365,000 ","$594,420,283 ",,Casino Royale,,,,,#VALUE!,0
61,21-Jun-02,Minority Report,"$102,000,000 ","$132,024,714 ","$358,824,714 ",,Minority Report,,,,,#VALUE!,0
62,21-Dec-18,Bumblebee,"$102,000,000 ","$127,195,589 ","$465,195,589 ",,Bumblebee,,,,,#VALUE!,0
63,26-Oct-12,Cloud Atlas,"$102,000,000 ","$27,108,272 ","$130,673,154 ",,Cloud Atlas,,,,,#VALUE!,0
64,15-Nov-02,Harry Potter and the Chamber of Secrets,"$100,000,000 ","$262,233,381 ","$879,225,135 ",,Harry Potter and the Chamber of Secrets,,,,,#VALUE!,0
65,2-Jul-91,Terminator 2: Judgment Day,"$100,000,000 ","$203,464,105 ","$515,419,827 ",,Terminator 2: Judgment Day,,,,,#VALUE!,0
66,16-Jun-95,Batman Forever,"$100,000,000 ","$184,031,112 ","$336,529,144 ",,Batman Forever,,,,,#VALUE!,0
67,27-Jul-01,Planet of the Apes,"$100,000,000 ","$180,011,740 ","$362,211,740 ",,Planet of the Apes,,,,,#VALUE!,0
68,19-Nov-04,National Treasure,"$100,000,000 ","$173,005,002 ","$331,323,410 ",,National Treasure,,,,,#VALUE!,0
69,25-Dec-12,Django Unchained,"$100,000,000 ","$162,805,434 ","$449,948,323 ",,Django Unchained,,,,,#VALUE!,0
70,22-Dec-10,Little Fockers,"$100,000,000 ","$148,438,600 ","$310,650,574 ",,Little Fockers,,,,,#VALUE!,0
71,15-Jul-94,True Lies,"$100,000,000 ","$146,282,411 ","$365,300,000 ",,True Lies,,,,,#VALUE!,0
72,2-Nov-07,American Gangster,"$100,000,000 ","$130,164,645 ","$267,985,456 ",,American Gangster,,,,,#VALUE!,0
73,18-Sep-09,Cloudy with a Chance of Meatballs,"$100,000,000 ","$124,870,275 ","$236,827,677 ",,Cloudy with a Chance of Meatballs,,,,,#VALUE!,0
74,6-Aug-10,The Other Guys,"$100,000,000 ","$119,219,978 ","$170,936,470 ",,The Other Guys,,,,,#VALUE!,0
75,17-Dec-04,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000 ","$118,627,117 ","$212,956,024 ",,Lemony Snicket's A Series of Unfortunate Events,,,,,#VALUE!,0
76,25-Dec-13,The Wolf of Wall Street,"$100,000,000 ","$116,900,694 ","$389,870,414 ",,The Wolf of Wall Street,,,,,#VALUE!,0
77,24-May-13,Epic,"$100,000,000 ","$107,518,682 ","$262,794,441 ",,Epic,,,,,#VALUE!,0
78,21-Jun-96,Eraser,"$100,000,000 ","$101,295,562 ","$234,400,000 ",,Eraser,,,,,#VALUE!,0
79,21-Jun-96,The Hunchback of Notre Dame,"$100,000,000 ","$100,138,851 ","$325,500,000 ",,The Hunchback of Notre Dame,,,,,#VALUE!,0
80,15-Dec-00,The Emperor's New Groove,"$100,000,000 ","$89,296,573 ","$169,296,573 ",,The Emperor's New Groove,,,,,#VALUE!,0
81,17-Aug-12,The Expendables 2,"$100,000,000 ","$85,028,192 ","$311,979,256 ",,The Expendables 2,,,,,#VALUE!,0
82,16-Oct-09,Where the Wild Things Are,"$100,000,000 ","$77,233,467 ","$99,123,656 ",,Where the Wild Things Are,,,,,#VALUE!,0
83,15-Dec-06,Eragon,"$100,000,000 ","$75,030,163 ","$249,488,115 ",,Eragon,,,,,#VALUE!,0
84,25-Jul-14,Hercules,"$100,000,000 ","$72,688,614 ","$243,388,614 ",,Hercules,,,,,#VALUE!,0
